,면적,반려동물 가구밀도,폐사안락사 비율(폐사안락사 수/면적),보호소 밀도,동물병원약국개수,동물병원약국 밀도,target
90,0.92,1798.747826,0.0,0.0,4,4.347826087,0
91,0.79,3658.572152,0.0,0.0,5,5.102040816,0
92,1.05,1767.932381,0.0,0.0,7,10.9375,0
93,0.58,2941.696552,37.93103448275863,1.724137931034483,7,7.608695652,1
94,0.89,1889.635955,30.33707865168539,1.123595505617978,6,7.594936709,0
95,0.92,1535.791304,0.0,0.0,3,2.857142857,0
96,3.03,814.8910891,0.0,0.0,5,8.620689655,0
97,1.13,1783.051327,15.04424778761062,0.8849557522123894,5,5.617977528,0
98,0.67,2474.650746,20.8955223880597,1.492537313432836,6,6.52173913,0
99,0.77,2665.309091,0.0,0.0,7,2.310231023,0
100,1.63,1326.684663,0.0,0.0,8,7.079646018,0
101,0.87,1730.868966,0.0,0.0,8,11.94029851,0
102,0.7,1565.348571,0.0,0.0,6,7.792207792,0
103,1.2,1516.64,0.0,0.0,6,3.680981595,0
104,0.84,3571.657143,0.0,0.0,6,6.896551724,0
105,0.99,204.6979798,4.040404040404041,1.01010101010101,6,8.571428571,0
106,0.61,2931.934426,4.918032786885246,1.639344262295082,6,5.0,0
107,0.97,1095.785567,5.154639175257732,1.030927835051547,5,5.952380952,0
108,1.41,1487.924113,0.0,0.0,11,11.11111111,0
109,1.03,2476.894175,0.0,0.0,15,24.59016393,0
110,0.53,3655.077358,0.0,0.0,14,14.43298969,0
111,0.57,3434.857895,0.0,0.0,10,7.092198582,0
112,1.81,1499.848619,0.0,0.0,10,9.708737864,0
113,0.36,1497.558333,2.777777777777778,2.777777777777778,10,18.86792453,0
114,1.2,2169.6,0.0,0.0,10,17.54385965,0
115,0.67,2394.555224,0.0,0.0,9,4.972375691,0
116,1.49,1798.389262,0.0,0.0,1,2.777777778,0
117,0.56,3029.4,17.85714285714285,1.785714285714286,5,4.166666667,0
118,2.2,1432.472727,4.090909090909091,0.4545454545454545,5,7.462686567,0
119,1.38,1535.25942,13.76811594202899,0.7246376811594204,7,4.697986577,0
120,0.93,2160.969892,34.40860215053763,1.075268817204301,13,23.21428571,1
